ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
15	21	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	657	1545	Ichneumonidae	BGLIB292-23_r_1_s_50	Acolobus sericeus	0	BGLIB292-23
50	72	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	657	1539	Ichneumonidae	BGLIB292-23_r_1_s_100	Acolobus sericeus	0	BGLIB292-23
11	12	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	639	1494	Ichneumonidae	BGLIB292-23_r_1.3_s_50	Acolobus sericeus	0	BGLIB292-23
23	26	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	639	1479	Ichneumonidae	BGLIB292-23_r_1.3_s_100	Acolobus sericeus	0	BGLIB292-23
5	5	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	573	1347	Ichneumonidae	BGLIB292-23_r_1.5_s_50	Acolobus sericeus	0	BGLIB292-23
2	3	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	564	1281	Ichneumonidae	BGLIB292-23_r_1.5_s_100	Acolobus sericeus	0	BGLIB292-23
21	60	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	597	1404	Hormaphididae,Staphylinidae,Apionidae,Geometridae	BGLIB295-23_r_1_s_50	Anisobas cingulatellus	1	BGLIB295-23
14	39	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	465	1239	Hormaphididae,Hydraenidae,Chrysomelidae,Coccinellidae,Ichneumonidae	BGLIB295-23_r_1_s_100	Anisobas cingulatellus	0	BGLIB295-23
6	31	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	518	1095	Ichneumonidae	BGLIB295-23_r_1.3_s_50	Anisobas cingulatellus	0	BGLIB295-23
32	32	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	649	903	Ichneumonidae	BGLIB295-23_r_1.3_s_100	Anisobas cingulatellus	2	BGLIB295-23
5	5	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	658	972	Ichneumonidae	BGLIB295-23_r_1.5_s_50	Anisobas cingulatellus	1	BGLIB295-23
0	0	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	546	777	Ichneumonidae	BGLIB295-23_r_1.5_s_100	Anisobas cingulatellus	3	BGLIB295-23
6	19	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Vespidae	BLAST	family	508	897	Vespidae	BGLIB317-23_r_1_s_50	Odynerus albopictus	0	BGLIB317-23
39	53	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Vespidae	BLAST	family	367	615	Andrenidae	BGLIB317-23_r_1_s_100	Odynerus albopictus	1	BGLIB317-23
6	20	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Vespidae	BLAST	family	383	744	Vespidae	BGLIB317-23_r_1.3_s_50	Odynerus albopictus	0	BGLIB317-23
0	31	data/BGE00403_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Vespidae	BLAST	family	167	576	Braconidae,Andrenidae,Noctuidae	BGLIB317-23_r_1.3_s_100	Odynerus albopictus	0	BGLIB317-23
